# 私有內容掃描基線——記錄「已知且暫時接受」的命中，只有新增命中會被擋下。
# 重建：python3 ~/.claude/scripts/check-private-content.py --write-baseline
# 格式：相對路徑 \t 命中片段 \t 原因
scripts/sync-obsidian-vault.sh	$HOME/Documents	local-project-path
scripts/sync-obsidian-vault.sh	DayCareStaff	private-identifier
skills/claude-max-quota/SKILL.md	~/.claude-max-N	local-project-path
skills/claude-max-quota/SKILL.md	~/.zshrc	local-project-path
skills/cup-build-test/SKILL.md	-Users-maxhero-D	dash-encoded-path
skills/cup-build-test/SKILL.md	/Users/maxhero/Documents	local-project-path
skills/cup-build-test/SKILL.md	luna_web	private-identifier
skills/cup-build-test/SKILL.md	~/.gitignore_global	local-project-path
skills/cup-build-test/SKILL.md	~/Documents	local-project-path
skills/cup-build-test/helpers/modal.cjs	LVB-7963	private-identifier
skills/cup-build-test/scripts/sync-helpers.sh	$HOME/Documents	local-project-path
skills/cup-build-test/scripts/sync-helpers.sh	luna_web	private-identifier
skills/cup-build-test/templates/spec-template.md	compal-health.com	private-identifier
skills/cup-build-test/templates/test-cjs-template.cjs	compal-health.com	private-identifier
skills/humanizer-zh-tw/README.md	~/.codex	local-project-path
skills/humanizer-zh-tw/README.md	~/.gemini	local-project-path
skills/humanizer-zh-tw/README.md	~/.roocode	local-project-path
skills/jira-acceptance/SKILL.md	ERPD-7777	private-identifier
skills/jira-acceptance/evals/evals.json	ERPD-11696	private-identifier
skills/jira-test-report/CHANGELOG.md	LVB-7963	private-identifier
skills/jira-test-report/SKILL.md	LVB-7963	private-identifier
skills/jira-test-report/docs/troubleshooting.md	~/Desktop	local-project-path
skills/jira-test-report/helpers/modal.cjs	LVB-7963	private-identifier
skills/jira-test-report/templates/env.local.example	compal-health.com	private-identifier
skills/jira-test-report/templates/snippets/cleanup-evidence.cjs	ERPD-11841	private-identifier
skills/jira-test-report/templates/snippets/three-in-one.cjs	LVB-7963	private-identifier
skills/jira/SKILL.md	/Users/maxhero/Documents	local-project-path
skills/jira/SKILL.md	luna_web	private-identifier
skills/neat-freak/SKILL.md	~/.codex	local-project-path
skills/neat-freak/SKILL.md	~/.openclaw	local-project-path
skills/neat-freak/references/agent-paths.md	~/.codex	local-project-path
skills/neat-freak/references/agent-paths.md	~/.openclaw	local-project-path
skills/pr-reviewer/references/review-spec.md	luna_web	private-identifier
skills/sync-my-claude-setting/SKILL.md	$HOME/.claude.json	local-project-path
skills/sync-my-claude-setting/SKILL.md	~/.acme-internal-project	local-project-path
skills/sync-my-claude-setting/SKILL.md	~/.claude.json	local-project-path
skills/sync-my-claude-setting/SKILL.md	~/Desktop	local-project-path
skills/sync-my-claude-setting/SKILL.md	~/Documents	local-project-path
skills/sync-my-claude-setting/SKILL.md	~/Downloads	local-project-path
skills/weekly-review/SKILL.md	/Users/maxhero/Documents	local-project-path
skills/weekly-review/SKILL.md	luna_web	private-identifier
skills/weekly-review/SKILL.md	~/Documents	local-project-path
spec-design-workspace/trigger-eval.json	ERPD-12345	private-identifier
statusline/README.md	~/projects	local-project-path
tasks/todo.md	-Users-maxhero-D	dash-encoded-path
tasks/token-analysis-20260419-133350.md	-Users-maxhero-D	dash-encoded-path
